Date,Original,Trend,Seasonal,Residual
2010-02-05,24924.5,22940.621309089496,1.0229275075777533,1.0621269328796918
2010-02-12,46039.49,22935.92542726194,1.7643403654170056,1.137710761305442
2010-02-19,41595.55,22931.229545434388,2.0795144177023537,0.8722833718329467
2010-02-26,19403.54,22926.53366360683,0.8590999494064554,0.9851421010384421
2010-03-05,21827.9,22921.837781779275,0.9082926717263964,1.0484234122056892
2010-03-12,21043.39,22917.14189995172,0.9257698044101677,0.9918642538254869
2010-03-19,22136.64,22912.446018124167,0.9456496308243385,1.0216684688936164
2010-03-26,26229.21,22907.75013629661,1.0094011945770314,1.1343287991960858
2010-04-02,57258.43,22903.054254469054,1.5537449226988875,1.6090380391449537
2010-04-09,42960.91,22898.3583726415,1.8119076986673033,1.0354593491531467
2010-04-16,17596.96,22893.662490813946,1.1833504431837567,0.6495446246821792
2010-04-23,16145.35,22888.96660898639,1.2285890394201124,0.5741358185406609
2010-04-30,16555.11,22884.270727158833,1.0951390892698953,0.6605804448158253
2010-05-07,17413.94,22879.57484533128,0.8020351962591704,0.948976956029353
2010-05-14,18926.74,22874.878963503725,0.7951212902322398,1.0405995388053966
2010-05-21,14773.04,22870.18308167617,0.708589388734573,0.9116026690784738
2010-05-28,15580.43,22865.487199848612,0.706609454532164,0.9643163626623632
2010-06-04,17558.09,22860.79131802106,0.7321857306587171,1.0489740649895123
2010-06-11,16637.62,22856.095436193504,0.7332609703339193,0.9927287303766226
2010-06-18,16216.27,22851.399554365948,0.7118753775371078,0.9968600485546482
2010-06-25,16328.72,22846.703672538395,0.7112945439500462,1.0047988184698755
2010-07-02,16333.14,22842.00779071084,0.6938951515238072,1.0304847198348337
2010-07-09,17688.76,22837.311908883283,0.7551764122026378,1.0256613484121737
2010-07-16,17150.84,22832.616027055727,0.721774663315572,1.0407060741499887
2010-07-23,15360.45,22827.920145228174,0.6940046674777953,0.9695611453152281
2010-07-30,15381.82,22823.224263400618,0.6875751809768857,0.9801906046129315
2010-08-06,17508.41,22958.96057692308,0.7205592679235794,1.05833894394058
2010-08-13,15536.4,22849.23884615385,0.6742881519187899,1.0084006756024628
2010-08-20,15740.13,22821.335000000006,0.6965294776687267,0.9902110489849726
2010-08-27,15793.87,22871.43701923077,0.6786972689436331,1.0174638902353401
2010-09-03,16241.78,22856.62932692308,0.7017811248548366,1.0125576404198777
2010-09-10,18194.74,22844.482403846152,0.7902906148652069,1.0078077806660994
2010-09-17,19354.23,22829.430480769235,0.8372972355208014,1.0125142941035732
2010-09-24,18122.52,22760.67548076923,0.8044441802344822,0.9897773857027944
2010-10-01,20094.19,22354.825000000004,0.840127360213237,1.0699268872450216
2010-10-08,23388.03,21816.86865384616,0.9708998601373032,1.1041467200810555
2010-10-15,26978.34,21740.69836538462,1.066851306251711,1.1631556638067804
2010-10-22,25543.04,22178.49038461539,1.0649712768035875,1.0814406919804518
2010-10-29,38640.93,22748.89653846154,1.421932427198239,1.1945608475598104
2010-11-05,34238.88,23015.065096153845,1.6302060261527902,0.9125671853326826
2010-11-12,19549.39,23024.994519230768,0.8403061972150047,1.0104064471918193
2010-11-19,19552.84,23012.226730769227,0.8478640880054771,1.0021320720055598
2010-11-26,18820.29,23017.273942307686,0.8721998223571628,0.9374679535652461
2010-12-03,22517.56,23008.01653846154,1.049608368185292,0.9324270482176069
2010-12-10,31497.65,22989.95846153846,1.4223813822853466,0.963216485873943
2010-12-17,44912.86,22970.80192307692,1.9891326732084702,0.9829485883392219
2010-12-24,55931.23,22952.68567307692,2.251079163512182,1.082505453174114
2010-12-31,19124.58,22937.151538461538,0.9317661964437782,0.8948401703438995
2011-01-07,15984.24,22913.02144230769,0.7138583808744694,0.9772317477366744
2011-01-14,17359.7,22883.830288461537,0.7511760178169494,1.0098846783931872
2011-01-21,17341.47,22873.351057692307,0.7830317340720402,0.9682260213573775
2011-01-28,18461.18,22882.454326923078,0.8075956347208073,0.9989940228750761
2011-02-04,21665.76,22866.37480769231,1.0229275075777533,0.9262575325030086
2011-02-11,37887.17,22835.514519230775,1.7643403654170056,0.9403704966818779
2011-02-18,46845.87,22815.827019230775,2.0795144177023537,0.9873546084833864
2011-02-25,19363.83,22793.640576923084,0.8590999494064554,0.988857864666808
2011-03-04,20327.61,22772.28471153846,0.9082926717263964,0.9827745573302413
2011-03-11,21280.4,22758.702307692307,0.9257698044101677,1.0100183879759561
2011-03-18,20334.23,22746.521442307698,0.9456496308243385,0.9453279170255015
2011-03-25,20881.1,22736.117884615385,1.0094011945770314,0.9098572216834789
2011-04-01,20398.09,22716.697403846156,1.5537449226988875,0.5779158266255368
2011-04-08,23873.79,22674.89971153846,1.8119076986673033,0.5810853470687909
2011-04-15,28762.37,22612.483942307696,1.1833504431837567,1.074887517517395
2011-04-22,50510.31,22553.90673076923,1.2285890394201124,1.8228528738362606
2011-04-29,41512.39,22464.942596153844,1.0951390892698953,1.687342105485208
2011-05-06,20138.19,22451.347884615385,0.8020351962591704,1.1183676278543726
2011-05-13,17235.15,22497.379903846155,0.7951212902322398,0.9634956162797139
2011-05-20,15136.78,22484.283461538464,0.708589388734573,0.9500791833849355
2011-05-27,15741.6,22499.560192307694,0.706609454532164,0.9901372505773278
2011-06-03,16434.15,22546.357211538463,0.7321857306587171,0.995519112775193
2011-06-10,15883.52,22590.436057692306,0.7332609703339193,0.9588784778399995
2011-06-17,14978.09,22616.094134615385,0.7118753775371078,0.9303253627279141
2011-06-24,15682.81,22536.456538461534,0.7112945439500462,0.9783376602066941
2011-07-01,15363.5,22489.185576923075,0.6938951515238072,0.9845155581701395
2011-07-08,16148.87,22535.433173076923,0.7551764122026378,0.94891609202864
2011-07-15,15654.85,22536.569230769233,0.721774663315572,0.9624085537897569
2011-07-22,15766.6,22541.937788461542,0.6940046674777953,1.0078233391463698
2011-07-29,15922.41,22550.982115384617,0.6875751809768857,1.0268881692862981
2011-08-05,15295.55,22567.921634615388,0.7205592679235794,0.9405975093876994
2011-08-12,14539.79,22577.018269230768,0.6742881519187899,0.9550937892006327
2011-08-19,14689.24,22637.744711538464,0.6965294776687267,0.9315939677940182
2011-08-26,14537.37,22714.42375,0.6786972689436331,0.9429920230131981
2011-09-02,15277.27,22719.671923076927,0.7017811248548366,0.9581687777271118
2011-09-09,17746.68,22716.25932692308,0.7902906148652069,0.9885382446159638
2011-09-16,18535.48,22734.454711538463,0.8372972355208014,0.9737324376041904
2011-09-23,17859.3,22765.793653846158,0.8044441802344822,0.9751821053094308
2011-09-30,18337.68,22859.845288461536,0.840127360213237,0.9548298214149357
2011-10-07,20797.58,23266.31740384616,0.9708998601373032,0.9206842556510751
2011-10-14,23077.55,23647.47288461539,1.066851306251711,0.9147471627711357
2011-10-21,23351.8,23381.970192307694,1.0649712768035875,0.9377808614176707
2011-10-28,31579.9,22817.557596153853,1.421932427198239,0.973335663820369
2011-11-04,39886.06,22546.831250000007,1.6302060261527902,1.0851583826835338
2011-11-11,18689.54,22527.00721153847,0.8403061972150047,0.9873191208243971
2011-11-18,19050.66,22568.45009615385,0.8478640880054771,0.9955934960106568
2011-11-25,20911.25,22612.709326923083,0.8721998223571628,1.0602576144509703
2011-12-02,25293.49,22620.914038461542,1.049608368185292,1.0652985197986098
2011-12-09,33305.92,22634.50846153846,1.4223813822853466,1.0345090821422733
2011-12-16,45773.03,22676.462403846155,1.9891326732084702,1.0147769796769948
2011-12-23,46788.75,22710.4175,2.251079163512182,0.9152201148421022
2011-12-30,23350.88,22723.012884615386,0.9317661964437782,1.102885397672317
2012-01-06,16567.69,22742.568846153845,0.7138583808744694,1.0204938202795422
2012-01-13,16894.4,22767.43259615385,0.7511760178169494,0.9878408896230292
2012-01-20,18365.1,22781.786346153847,0.7830317340720402,1.0294995466588388
2012-01-27,18378.16,22785.538557692307,0.8075956347208073,0.9987315451411406
2012-02-03,23510.49,22796.514807692307,1.0229275075777533,1.008203886641624
2012-02-10,36988.49,22824.523365384615,1.7643403654170056,0.9185070940370049
2012-02-17,54060.1,22865.11557692308,2.0795144177023537,1.1369503717079914
2012-02-24,20124.22,22907.33182692308,0.8590999494064554,1.0225883863190746
2012-03-02,20113.03,22937.639519230772,0.9082926717263964,0.9653903824883944
2012-03-09,21140.07,22956.665096153847,0.9257698044101677,0.9947057102228811
2012-03-16,22366.88,22972.592307692314,0.9456496308243385,1.0295919661052073
2012-03-23,22107.7,22996.370576923084,1.0094011945770314,0.9524023311447603
2012-03-30,28952.86,23015.623750000002,1.5537449226988875,0.8096344862538342
2012-04-06,57592.12,23032.13355769231,1.8119076986673033,1.380043655802387
2012-04-13,34684.21,23039.761923076927,1.1833504431837567,1.2721562098247505
2012-04-20,16976.19,23044.76125,1.2285890394201124,0.5995996596474034
2012-04-27,16347.6,23012.495673076923,1.0951390892698953,0.6486658017232907
2012-05-04,17147.44,23007.85901713006,0.8020351962591704,0.929243768140599
2012-05-11,18164.2,23017.35172943936,0.7951212902322398,0.992493196939214
2012-05-18,18517.79,23026.84444174866,0.708589388734573,1.1349064995609153
2012-05-25,16963.55,23036.337154057965,0.706609454532164,1.042134738784634
2012-06-01,16065.49,23045.829866367265,0.7321857306587171,0.9520951742596194
2012-06-08,17666.0,23055.322578676565,0.7332609703339193,1.0449811438077024
2012-06-15,17558.82,23064.81529098587,0.7118753775371078,1.0694029407417627
2012-06-22,16633.41,23074.30800329517,0.7112945439500462,1.013451873347755
2012-06-29,15722.82,23083.80071560447,0.6938951515238072,0.9815880740193509
2012-07-06,17823.37,23093.29342791377,0.7551764122026378,1.0220109115835112
2012-07-13,16566.18,23102.786140223074,0.721774663315572,0.9934737240845791
2012-07-20,16348.06,23112.278852532374,0.6940046674777953,1.0192038675627264
2012-07-27,15731.18,23121.771564841674,0.6875751809768857,0.9895095781250954
2012-08-03,16628.31,23131.264277150978,0.7205592679235794,0.997651898696045
2012-08-10,16119.92,23140.75698946028,0.6742881519187899,1.0330938872212287
2012-08-17,17330.7,23150.24970176958,0.6965294776687267,1.0747833352453342
2012-08-24,16286.4,23159.742414078883,0.6786972689436331,1.0361324387757864
2012-08-31,16680.24,23169.235126388183,0.7017811248548366,1.0258619338773354
2012-09-07,18322.37,23178.727838697483,0.7902906148652069,1.000242326742261
2012-09-14,19616.22,23188.220551006787,0.8372972355208014,1.0103416203165614
2012-09-21,19251.5,23197.713263316087,0.8044441802344822,1.0316288610120996
2012-09-28,18947.81,23207.205975625388,0.840127360213237,0.9718316433643674
2012-10-05,21904.47,23216.698687934688,0.9708998601373032,0.9717573762921937
2012-10-12,22764.01,23226.19140024399,1.066851306251711,0.9186855254464086
2012-10-19,24185.27,23235.684112553292,1.0649712768035875,0.9773667986262026
2012-10-26,27390.81,23245.176824862592,1.421932427198239,0.8286918406441449
